id,cost,is_locked_out
1,7.3,0.0
2,2.4,0.0
3,1.9,0.0
4,3.6,0.0
5,3.9,0.0
6,9.0,0.0
7,6.0,0.0
8,3.4,0.0
9,8.4,0.0
10,4.9,0.0
11,7.3,0.0
12,8.9,0.0
13,2.5,0.0
14,1.5,0.0
15,2.9,0.0
16,1.4,0.0
17,3.6,0.0
18,2.5,0.0
19,1.4,0.0
20,1.2,0.0
21,4.7,0.0
22,2.0,0.0
23,2.6,0.0
24,3.9,0.0
25,8.1,0.0
26,5.9,0.0
27,9.9,0.0
28,5.2,0.0
29,4.8,0.0
30,5.5,0.0
31,2.9,0.0
32,8.7,0.0
33,2.1,0.0
34,3.0,0.0
35,9.2,0.0
36,9.9,0.0
37,9.1,0.0
38,6.5,0.0
39,3.6,0.0
40,6.9,0.0
41,9.5,0.0
42,4.8,0.0
43,8.7,0.0
44,1.9,0.0
45,5.5,0.0
46,2.9,0.0
47,2.0,0.0
48,2.8,0.0
49,5.7,0.0
50,3.4,0.0
51,2.7,0.0
52,7.6,0.0
53,3.4,0.0
54,1.3,0.0
55,8.0,0.0
56,4.9,0.0
57,7.3,0.0
58,5.5,0.0
59,5.0,0.0
60,5.9,0.0
61,5.7,0.0
62,7.6,0.0
63,6.0,0.0
64,7.7,0.0
65,8.9,0.0
66,6.3,0.0
67,5.1,0.0
68,8.7,0.0
69,2.6,0.0
70,9.1,0.0
71,3.7,0.0
72,2.3,0.0
73,1.9,0.0
74,4.0,0.0
75,2.8,0.0
76,8.1,0.0
77,5.6,0.0
78,6.4,0.0
79,4.1,0.0
80,4.8,0.0
81,1.5,0.0
82,4.0,0.0
83,3.1,0.0
84,1.3,0.0
85,7.1,0.0
86,9.1,0.0
87,8.0,0.0
88,4.0,0.0
89,7.5,0.0
90,8.7,0.0
91,9.8,0.0
92,3.0,0.0
93,1.8,0.0
94,6.8,0.0
95,8.7,0.0
96,5.7,0.0
97,5.6,0.0
98,7.4,0.0
99,2.3,0.0
100,4.0,0.0
101,3.7,0.0
102,3.3,0.0
103,2.9,0.0
104,9.7,0.0
105,5.4,0.0
106,7.5,0.0
107,7.1,0.0
108,3.7,0.0
109,3.0,0.0
110,4.7,0.0
111,5.9,0.0
112,8.2,0.0
113,5.7,0.0
114,5.1,0.0
115,7.7,0.0
116,1.4,0.0
117,8.6,0.0
118,9.6,0.0
119,2.3,0.0
120,1.8,0.0
121,1.5,0.0
122,1.6,0.0
123,7.0,0.0
124,1.1,0.0
125,6.0,0.0
126,9.4,0.0
127,6.4,0.0
128,1.7,0.0
129,3.4,0.0
130,3.6,0.0
131,8.3,0.0
132,2.9,0.0
133,9.0,0.0
134,4.6,0.0
135,2.3,0.0
136,9.0,0.0
137,5.0,0.0
138,2.9,0.0
139,6.4,0.0
140,3.4,0.0
141,4.7,0.0
142,9.6,0.0
143,7.7,0.0
144,7.5,0.0
145,2.8,0.0
146,1.3,0.0
147,8.7,0.0
148,1.7,0.0
149,7.7,0.0
150,2.5,0.0
151,4.4,0.0
152,6.6,0.0
153,5.6,0.0
154,3.2,0.0
155,2.4,0.0
156,4.2,0.0
157,3.8,0.0
158,2.8,0.0
159,9.0,0.0
160,8.0,0.0
161,7.5,0.0
162,1.1,0.0
163,8.9,0.0
164,8.6,0.0
165,6.2,0.0
166,3.0,0.0
167,8.6,0.0
168,1.1,0.0
169,6.0,0.0
170,6.1,0.0
171,2.3,0.0
172,2.5,0.0
173,3.2,0.0
174,1.3,0.0
175,4.6,0.0
176,4.6,0.0
177,2.6,0.0
178,8.4,0.0
179,8.5,0.0
180,1.6,0.0
181,6.8,0.0
182,7.8,0.0
183,2.8,0.0
184,2.1,0.0
185,7.4,0.0
186,7.6,0.0
187,1.1,0.0
188,7.7,0.0
189,3.3,0.0
190,3.4,0.0
191,8.9,0.0
192,3.2,0.0
193,7.8,0.0
194,2.4,0.0
195,9.9,0.0
196,4.6,0.0
197,9.6,0.0
198,7.5,0.0
199,7.8,0.0
200,3.7,0.0
201,6.3,0.0
202,7.9,0.0
203,8.0,0.0
204,9.2,0.0
205,3.6,0.0
206,2.4,0.0
207,2.3,0.0
208,3.9,0.0
209,10.0,0.0
210,9.9,0.0
211,2.9,0.0
212,6.4,0.0
213,4.6,0.0
214,5.3,0.0
215,6.6,0.0
216,4.0,0.0
217,6.4,0.0
218,5.2,0.0
219,5.8,0.0
220,2.3,0.0
221,7.9,0.0
222,3.4,0.0
223,6.2,0.0
224,10.0,0.0
225,6.0,0.0
226,7.4,0.0
227,2.9,0.0
228,7.6,0.0
229,8.7,0.0
230,4.0,0.0
231,5.3,0.0
232,8.6,0.0
233,4.8,0.0
234,1.3,0.0
235,4.1,0.0
236,4.3,0.0
237,7.0,0.0
238,2.0,0.0
239,3.8,0.0
240,4.5,0.0
241,8.9,0.0
242,4.1,0.0
243,3.2,0.0
244,1.4,0.0
245,2.3,0.0
246,3.6,0.0
247,2.7,0.0
248,9.5,0.0
249,6.1,0.0
250,7.9,0.0
251,3.0,0.0
252,1.0,0.0
253,2.8,0.0
254,7.5,0.0
255,3.1,0.0
256,2.8,0.0
257,3.7,0.0
258,9.5,0.0
259,2.6,0.0
260,5.7,0.0
261,2.8,0.0
262,2.2,0.0
263,8.7,0.0
264,9.7,0.0
265,5.4,0.0
266,3.3,0.0
267,9.1,0.0
268,3.1,0.0
269,7.2,0.0
270,1.8,0.0
271,7.1,0.0
272,3.8,0.0
273,5.1,0.0
274,7.9,0.0
275,7.9,0.0
276,6.6,0.0
277,4.9,0.0
278,4.8,0.0
279,4.0,0.0
280,5.0,0.0
281,8.7,0.0
282,5.4,0.0
283,1.1,0.0
284,7.1,0.0
285,7.9,0.0
286,6.4,0.0
287,7.1,0.0
288,9.4,0.0
289,9.3,0.0
290,8.6,0.0
291,8.4,0.0
292,5.2,0.0
293,8.3,0.0
294,10.0,0.0
295,9.9,0.0
296,10.0,0.0
297,6.5,0.0
298,2.7,0.0
299,3.4,0.0
300,3.5,0.0
301,5.4,0.0
302,6.1,0.0
303,2.0,0.0
304,9.5,0.0
305,7.6,0.0
306,1.3,0.0
307,2.1,0.0
308,9.2,0.0
309,2.1,0.0
310,6.1,0.0
311,4.9,0.0
312,6.8,0.0
313,6.8,0.0
314,7.6,0.0
315,3.9,0.0
316,6.6,0.0
317,5.8,0.0
318,8.8,0.0
319,5.7,0.0
320,1.0,0.0
321,9.6,0.0
322,2.5,0.0
323,3.5,0.0
324,8.7,0.0
325,2.4,0.0
326,4.0,0.0
327,9.4,0.0
328,5.6,0.0
329,6.2,0.0
330,1.8,0.0
331,8.6,0.0
332,6.1,0.0
333,3.4,0.0
334,6.0,0.0
335,1.4,0.0
336,8.8,0.0
337,5.9,0.0
338,5.3,0.0
339,4.4,0.0
340,5.9,0.0
341,1.6,0.0
342,8.8,0.0
343,6.1,0.0
344,7.0,0.0
345,9.4,0.0
346,3.0,0.0
347,6.5,0.0
348,6.3,0.0
349,4.9,0.0
350,3.7,0.0
351,4.2,0.0
352,2.1,0.0
353,3.9,0.0
354,5.2,0.0
355,3.4,0.0
356,3.6,0.0
357,8.6,0.0
358,2.4,0.0
359,4.6,0.0
360,6.6,0.0
361,7.7,0.0
362,6.2,0.0
363,8.3,0.0
364,3.3,0.0
365,7.4,0.0
366,6.6,0.0
367,3.3,0.0
368,7.1,0.0
369,9.6,0.0
370,9.1,0.0
371,4.7,0.0
372,3.5,0.0
373,6.9,0.0
374,3.9,0.0
375,7.5,0.0
376,5.4,0.0
377,1.7,0.0
378,5.8,0.0
379,2.4,0.0
380,6.0,0.0
381,2.1,0.0
382,8.4,0.0
383,3.5,0.0
384,2.3,0.0
385,1.5,0.0
386,8.2,0.0
387,3.5,0.0
388,5.0,0.0
389,5.5,0.0
390,9.6,0.0
391,9.3,0.0
392,2.5,0.0
393,2.4,0.0
394,1.9,0.0
395,5.6,0.0
396,5.3,0.0
397,8.1,0.0
398,7.6,0.0
399,7.8,0.0
400,5.2,0.0
401,5.3,0.0
402,1.5,0.0
403,6.6,0.0
404,8.8,0.0
405,2.7,0.0
406,8.7,0.0
407,7.0,0.0
408,2.2,0.0
409,4.0,0.0
410,2.2,0.0
411,3.3,0.0
412,5.9,0.0
413,7.7,0.0
414,2.5,0.0
415,5.3,0.0
416,3.4,0.0
417,7.4,0.0
418,2.7,0.0
419,8.1,0.0
420,3.4,0.0
421,2.2,0.0
422,9.5,0.0
423,1.6,0.0
424,1.6,0.0
425,9.3,0.0
426,7.5,0.0
427,9.9,0.0
428,4.0,0.0
429,9.6,0.0
430,8.3,0.0
431,3.7,0.0
432,8.5,0.0
433,7.8,0.0
434,2.9,0.0
435,10.0,0.0
436,4.9,0.0
437,2.3,0.0
438,6.1,0.0
439,8.9,0.0
440,8.1,0.0
441,1.8,0.0
442,7.1,0.0
443,8.6,0.0
444,8.2,0.0
445,4.8,0.0
446,4.5,0.0
447,9.3,0.0
448,8.3,0.0
449,1.9,0.0
450,9.7,0.0
451,1.5,0.0
452,3.5,0.0
453,3.1,0.0
454,5.8,0.0
455,5.3,0.0
456,1.1,0.0
457,5.8,0.0
458,6.7,0.0
459,4.1,0.0
460,5.6,0.0
461,5.7,0.0
462,7.4,0.0
463,6.0,0.0
464,1.1,0.0
465,1.0,0.0
466,7.2,0.0
467,1.6,0.0
468,1.8,0.0
469,5.3,0.0
470,9.4,0.0
471,1.5,0.0
472,1.8,0.0
473,5.0,0.0
474,7.5,0.0
475,9.1,0.0
476,2.6,0.0
477,3.9,0.0
478,8.7,0.0
479,7.1,0.0
480,4.4,0.0
481,2.3,0.0
482,4.0,0.0
483,7.7,0.0
484,9.2,0.0
485,10.0,0.0
486,9.9,0.0
487,9.2,0.0
488,2.3,0.0
489,8.9,0.0
490,6.4,0.0
491,4.8,0.0
492,3.9,0.0
493,3.2,0.0
494,9.8,0.0
495,7.2,0.0
496,3.1,0.0
497,8.0,0.0
498,2.1,0.0
499,5.3,0.0
500,6.4,0.0
