id,cf1,cf2,cf3
1,3.81,1.96,3.26
2,2.85,1.96,3.86
3,3.99,1.87,4.58
4,4.14,1.44,3.23
5,3.47,1.22,3.74
6,3.74,1.99,6.44
7,4.64,1.08,6.36
8,3.99,1.52,4.17
9,2.7,1.71,5.58
10,4.59,1.64,5.28
11,2.74,1.08,6.99
12,3.12,0.99,5.92
13,2.88,1.18,7.33
14,2.91,1.12,7.63
15,2.86,1.23,5.04
16,1.65,1.22,5.66
17,2.36,0.86,6.19
18,2.11,0.54,4.11
19,2.09,0.62,3.49
20,1.53,0.61,4.91
21,1.49,1.37,1.15
22,1.1,0.96,3.65
23,1.31,1.01,3.17
24,1.3,0.75,2.39
25,1.04,0.93,3.04
26,2.43,2.08,5.02
27,3.62,2.34,2.7
28,3.07,1.82,4.69
29,3.95,2.03,2.67
30,5.2,1.95,4.04
31,5.35,2.13,5.0
32,3.62,1.66,3.07
33,4.31,1.77,5.15
34,3.86,1.4,6.04
35,2.87,1.37,9.29
36,1.96,1.38,5.22
37,2.52,1.55,5.62
38,2.02,1.02,3.15
39,1.79,1.11,7.1
40,2.75,1.23,4.6
41,1.72,0.69,7.78
42,2.38,1.03,3.25
43,2.36,1.02,3.36
44,1.77,0.74,3.85
45,1.32,1.0,1.53
46,1.6,1.04,4.67
47,1.54,0.95,5.35
48,0.93,1.24,3.11
49,0.82,1.06,2.49
50,0.87,0.71,3.52
51,2.57,1.67,5.05
52,2.94,1.21,4.56
53,2.66,1.86,6.26
54,5.59,1.85,6.48
55,4.56,2.24,5.78
56,5.29,2.0,5.73
57,3.11,1.47,6.33
58,3.91,1.17,6.9
59,3.47,1.19,6.68
60,3.35,1.82,9.51
61,3.02,1.49,9.25
62,2.99,0.79,8.02
63,2.62,1.26,7.73
64,2.19,1.52,6.67
65,2.28,0.74,5.51
66,2.02,1.12,3.99
67,1.68,1.07,6.85
68,1.77,0.82,5.7
69,0.94,0.81,2.41
70,1.59,0.89,5.61
71,1.57,0.96,3.95
72,1.35,0.76,3.54
73,1.15,1.22,2.84
74,1.18,0.92,3.21
75,0.64,1.17,2.12
76,1.97,2.03,4.73
77,2.95,2.5,5.01
78,3.5,2.36,4.24
79,3.3,1.95,6.08
80,5.03,0.88,5.16
81,3.78,1.51,6.19
82,3.63,1.61,5.7
83,4.38,1.45,5.44
84,2.82,1.92,4.96
85,2.63,1.65,6.45
86,2.73,0.85,9.45
87,4.35,1.44,6.26
88,2.5,1.6,8.3
89,1.75,0.99,6.29
90,2.34,1.05,7.58
91,2.58,0.82,4.55
92,2.32,1.06,3.86
93,1.68,0.61,5.96
94,1.69,1.07,5.99
95,1.47,1.06,3.62
96,1.0,0.89,3.49
97,1.28,1.06,4.13
98,0.82,1.01,1.95
99,0.81,1.15,2.95
100,0.7,1.0,3.03
101,2.72,2.15,5.59
102,3.66,1.75,5.6
103,3.02,1.94,5.93
104,2.87,2.07,5.34
105,4.24,1.72,6.05
106,3.5,1.66,5.27
107,4.71,1.38,6.35
108,3.47,0.9,4.74
109,4.04,0.89,7.38
110,3.06,0.87,7.11
111,3.25,1.16,5.8
112,2.26,1.24,7.96
113,2.6,0.85,6.68
114,1.89,1.21,7.86
115,2.51,1.01,7.62
116,1.99,1.06,3.29
117,2.03,1.08,5.88
118,1.25,0.73,3.73
119,1.21,1.25,6.01
120,1.6,1.38,2.55
121,1.29,0.98,4.69
122,1.26,1.33,3.63
123,0.74,1.12,3.65
124,0.69,1.4,2.77
125,0.46,1.16,3.25
126,2.93,1.87,4.72
127,3.65,2.06,5.37
128,2.09,1.92,5.45
129,3.51,1.37,6.96
130,3.46,1.99,8.7
131,3.46,2.02,6.14
132,3.51,1.28,5.44
133,2.59,1.3,6.73
134,2.51,1.45,7.17
135,2.79,1.43,5.5
136,3.85,1.06,4.96
137,2.16,1.34,9.26
138,3.14,1.17,6.35
139,1.16,1.14,6.04
140,2.6,1.2,6.53
141,2.1,1.04,4.34
142,1.56,1.37,5.71
143,2.1,1.39,4.07
144,1.72,1.38,4.26
145,1.1,1.21,2.97
146,1.18,0.99,3.69
147,1.41,0.8,4.65
148,0.88,1.16,3.08
149,1.01,1.41,1.69
150,0.77,0.83,2.78
151,2.96,1.74,5.2
152,2.84,1.72,6.65
153,2.28,1.84,4.42
154,2.49,1.65,5.7
155,3.79,1.43,6.49
156,3.15,1.68,6.75
157,2.8,1.56,9.24
158,3.5,1.56,5.63
159,2.56,1.48,9.1
160,1.97,1.34,4.62
161,2.05,1.01,4.91
162,2.21,0.93,10.35
163,1.77,1.17,7.12
164,1.99,0.87,5.0
165,1.84,1.47,5.6
166,1.41,1.42,5.23
167,1.44,1.42,5.06
168,1.73,1.11,6.07
169,1.13,1.18,5.24
170,1.34,1.48,5.3
171,1.26,1.6,3.23
172,1.0,1.29,3.04
173,1.03,1.46,2.2
174,1.05,1.26,3.22
175,0.74,1.67,1.89
176,2.6,1.79,6.33
177,2.4,1.82,6.95
178,3.23,1.37,5.74
179,3.0,1.51,6.57
180,2.95,1.97,5.96
181,3.44,1.21,5.8
182,3.21,1.31,5.52
183,3.18,1.2,6.96
184,2.51,0.9,8.28
185,1.72,1.19,7.0
186,3.06,1.34,7.09
187,3.0,1.32,5.28
188,1.57,1.34,7.81
