id,cf1,cf2,cf3
1,0.18,4.72,2.05
2,0.3,3.47,2.07
3,0.3,5.48,1.45
4,0.48,5.18,1.49
5,0.61,3.29,2.3
6,0.55,5.05,1.73
7,0.57,2.82,1.74
8,0.49,3.28,1.75
9,0.97,3.02,1.95
10,0.64,3.33,1.73
11,0.87,2.12,0.91
12,0.83,1.89,1.08
13,0.81,1.97,0.97
14,0.58,2.64,0.71
15,0.63,1.84,0.48
16,0.52,1.35,0.56
17,0.49,1.5,0.48
18,0.36,1.14,0.49
19,0.23,1.09,0.4
20,0.22,0.59,0.39
21,0.29,5.26,1.36
22,0.34,5.74,1.92
23,0.47,4.86,2.4
24,0.59,5.42,2.34
25,0.54,4.83,2.38
26,0.71,4.04,1.36
27,0.52,3.45,2.18
28,0.87,3.03,1.7
29,0.96,3.12,1.14
30,0.88,3.47,1.6
31,0.78,2.48,1.49
32,0.91,3.09,1.38
33,0.75,2.88,1.13
34,0.87,2.25,0.99
35,0.84,1.55,0.6
36,0.6,1.79,0.81
37,0.45,1.92,0.77
38,0.5,1.06,0.54
39,0.3,1.02,0.63
40,0.29,0.59,0.55
41,0.27,6.59,1.9
42,0.21,5.42,2.65
43,0.53,5.3,2.1
44,0.47,4.68,2.44
45,0.52,5.58,2.82
46,0.7,5.54,1.08
47,0.72,4.47,2.36
48,1.04,3.61,1.27
49,1.07,2.43,1.49
50,0.99,2.88,1.46
51,1.25,3.12,1.35
52,1.27,2.87,0.92
53,1.02,2.12,0.83
54,0.95,2.56,0.82
55,0.91,1.91,1.02
56,0.78,2.18,0.61
57,0.74,1.93,0.81
58,0.52,0.81,0.62
59,0.32,1.1,0.53
60,0.39,0.65,0.62
61,0.41,6.73,2.14
62,0.53,6.43,2.44
63,0.44,5.05,2.08
64,0.75,4.37,2.43
65,0.86,6.05,2.96
66,0.66,3.55,2.5
67,0.39,5.06,2.02
68,0.87,2.63,2.07
69,1.12,3.82,2.11
70,1.46,3.94,1.79
71,1.08,2.97,1.41
72,1.94,2.57,1.2
73,0.61,2.29,1.02
74,0.52,1.86,0.87
75,0.83,2.1,1.04
76,0.89,1.84,0.9
77,0.72,1.03,0.49
78,0.63,1.15,0.52
79,0.33,1.53,0.89
80,0.29,0.88,0.7
81,0.39,5.62,2.65
82,0.51,6.07,2.85
83,0.5,4.22,2.28
84,0.64,4.49,2.94
85,0.89,3.78,3.32
86,0.89,3.75,2.83
87,1.07,3.97,1.72
88,0.84,3.53,2.07
89,0.9,3.92,1.75
90,0.81,3.71,2.04
91,1.52,4.66,1.67
92,1.23,2.61,1.52
93,1.29,2.28,1.22
94,1.42,3.25,0.52
95,0.8,2.21,1.08
96,0.74,2.14,1.01
97,0.55,1.87,0.9
98,0.47,1.49,0.87
99,0.58,0.99,1.06
100,0.4,0.99,0.9
101,0.49,4.46,2.2
102,0.54,5.56,2.85
103,0.63,5.71,1.94
104,0.92,5.02,2.2
105,1.11,5.02,3.28
106,1.13,6.08,3.93
107,1.53,3.79,2.26
108,1.37,3.64,1.71
109,1.65,3.9,1.92
110,1.39,4.79,1.49
111,1.38,2.4,1.53
112,1.59,1.88,1.23
113,1.28,3.18,1.16
114,1.06,2.37,0.93
115,1.02,1.21,0.76
116,1.03,1.43,0.92
117,0.98,1.73,1.62
118,0.69,0.96,1.28
119,0.45,1.51,0.94
120,0.28,1.17,1.09
121,0.41,4.93,2.96
122,0.4,4.43,2.76
123,0.48,3.19,2.59
124,0.75,3.63,3.27
125,1.1,3.5,2.86
126,1.17,4.33,1.8
127,1.3,4.34,2.35
128,0.79,4.91,2.41
129,1.48,2.6,2.31
130,1.96,2.86,2.15
131,1.26,2.48,1.15
132,1.64,2.21,2.0
133,1.49,1.79,1.68
134,0.84,1.67,1.58
135,1.11,1.99,1.74
136,0.99,1.64,0.96
137,0.48,1.19,1.03
138,0.71,1.74,1.14
139,0.41,1.39,1.22
140,0.26,0.98,0.74
141,0.47,5.28,2.75
142,0.42,5.7,2.38
143,0.56,6.49,2.63
144,0.7,5.33,3.17
145,0.67,4.26,3.48
146,1.18,3.24,2.76
147,1.46,4.13,3.45
148,0.95,3.33,2.81
149,1.35,5.17,2.14
150,2.06,3.57,1.89
151,0.98,3.57,1.36
152,1.81,2.26,1.49
153,1.09,2.51,1.9
154,1.07,2.61,1.37
155,0.9,1.93,1.37
156,1.03,2.16,1.26
157,0.86,1.51,1.99
158,0.55,1.62,1.42
159,0.61,1.42,1.2
160,0.33,1.37,0.81
161,0.49,4.55,2.41
162,0.48,4.01,2.53
163,0.56,5.67,2.33
164,0.83,3.9,2.62
165,1.31,4.38,2.59
166,1.03,5.6,2.79
167,1.12,3.52,2.49
168,1.11,4.62,1.37
169,1.29,3.77,1.45
170,1.36,2.78,1.62
171,1.03,2.53,2.75
172,1.5,3.54,1.42
173,0.77,2.37,1.92
174,0.95,2.12,1.86
175,1.21,3.21,1.45
