id,cf1,cf2,cf3
1,0.82,2.51,1.76
2,0.9,2.8,1.77
3,1.61,2.87,1.5
4,1.37,1.93,1.82
5,1.17,1.94,2.21
6,1.92,1.77,1.18
7,1.31,2.49,2.23
8,1.23,1.68,1.39
9,1.5,2.65,2.12
10,1.5,2.36,1.45
11,2.36,2.5,1.6
12,1.56,1.75,1.82
13,1.91,1.98,1.78
14,1.53,1.91,2.1
15,1.55,1.65,1.44
16,1.34,2.09,1.83
17,1.88,1.86,2.08
18,1.44,1.45,1.07
19,0.88,2.58,1.38
20,0.82,1.51,1.47
21,0.71,2.57,1.01
22,0.71,1.98,1.1
23,0.66,1.74,1.06
24,0.38,1.82,0.69
25,0.25,1.73,0.84
26,0.9,2.64,2.04
27,1.33,2.62,1.82
28,1.25,1.91,2.6
29,1.65,2.28,2.64
30,1.61,3.05,1.67
31,1.81,2.4,2.34
32,1.76,1.94,2.12
33,2.2,2.82,2.45
34,2.2,2.05,1.34
35,2.51,2.67,1.88
36,1.99,2.51,2.36
37,3.01,1.78,1.72
38,2.46,1.52,2.34
39,2.03,1.23,1.92
40,1.94,1.8,2.67
41,2.08,1.52,1.49
42,2.02,1.84,1.34
43,1.29,1.57,1.38
44,1.1,2.16,1.28
45,1.58,2.81,1.39
46,1.09,2.29,2.22
47,0.99,1.76,1.08
48,0.81,2.18,1.39
49,0.64,2.17,1.19
50,0.41,2.25,0.74
51,1.01,3.61,3.21
52,1.44,2.93,2.04
53,1.37,3.65,1.97
54,1.48,3.12,2.59
55,1.7,3.97,2.19
56,1.58,3.59,2.37
57,2.02,2.31,2.79
58,1.66,3.1,2.28
59,2.18,1.93,2.21
60,2.12,1.58,1.65
61,1.84,2.61,3.04
62,1.4,1.68,1.92
63,2.32,2.33,1.7
64,2.45,3.25,2.4
65,1.68,2.43,2.28
66,1.98,1.38,2.18
67,1.66,2.17,1.44
68,1.65,2.68,2.29
69,1.89,2.52,1.43
70,1.64,2.78,0.95
71,1.1,2.89,1.45
72,1.31,2.99,1.74
73,0.7,2.06,1.29
74,0.88,2.17,1.12
75,0.42,2.11,0.86
76,1.0,2.95,2.1
77,1.58,2.99,2.12
78,1.5,3.48,3.35
79,0.79,4.2,2.56
80,2.43,3.39,2.49
81,2.28,3.66,3.08
82,2.27,3.38,1.97
83,1.78,3.96,2.38
84,3.27,3.03,2.08
85,2.48,2.46,2.53
86,1.93,1.91,2.6
87,3.28,2.48,2.03
88,1.63,2.4,2.18
89,2.32,2.38,2.63
90,1.92,1.84,2.43
91,1.58,2.36,2.53
92,2.08,2.41,2.4
93,1.59,2.12,1.86
94,2.27,2.3,2.18
95,1.35,2.28,1.48
96,1.13,1.63,1.5
97,0.7,2.25,1.2
98,0.72,2.38,2.01
99,0.86,3.16,1.41
100,0.54,3.15,0.92
101,1.19,3.1,3.07
102,1.12,3.94,2.04
103,1.57,3.71,2.5
104,2.2,3.25,1.77
105,1.57,3.24,3.03
106,1.89,4.55,1.83
107,2.04,2.78,2.29
108,2.13,3.06,2.58
109,2.28,3.62,2.11
110,2.37,2.79,2.74
111,3.35,3.45,2.71
112,2.93,1.48,2.4
113,1.92,2.48,2.08
114,2.44,1.88,2.17
115,2.97,2.68,2.35
116,1.86,2.97,2.58
117,2.4,2.5,1.61
118,2.19,2.66,1.85
119,1.94,3.27,1.89
120,1.92,3.51,2.14
121,1.25,2.86,1.06
122,1.65,3.49,1.99
123,1.0,2.76,1.31
124,0.82,3.64,1.14
125,0.72,3.19,1.61
126,1.43,4.77,2.29
127,1.06,3.89,3.02
128,1.63,4.14,2.66
129,1.97,2.37,1.82
130,2.47,3.02,2.99
131,1.59,4.41,3.96
132,2.69,3.73,3.64
133,1.89,3.2,2.53
134,2.74,2.65,2.42
135,2.93,2.07,4.37
136,2.56,2.6,1.56
137,2.75,2.95,3.17
138,2.49,1.76,2.5
139,3.17,2.86,2.34
140,3.63,2.71,1.92
141,3.28,2.63,2.14
142,2.76,2.7,2.5
143,2.25,3.22,2.29
144,1.8,2.4,1.51
145,1.87,1.89,1.92
146,1.47,2.78,1.76
147,1.48,3.96,1.47
148,1.09,3.27,1.9
149,0.97,3.43,1.08
150,0.76,2.71,1.53
151,1.43,4.44,3.62
152,1.92,3.78,2.49
153,2.07,4.78,2.58
154,1.75,4.37,3.14
155,2.06,3.37,2.93
156,2.79,3.7,4.27
157,3.33,3.91,3.23
158,2.97,3.09,1.95
159,2.44,4.35,3.23
160,2.86,2.5,2.19
161,3.76,2.35,2.95
162,3.54,3.63,2.2
163,3.78,3.14,2.94
164,3.21,2.41,2.56
165,3.18,3.1,1.74
166,2.35,3.28,2.51
167,2.5,2.94,1.85
168,2.98,2.32,1.83
169,2.51,3.33,2.46
170,1.45,2.94,2.73
171,1.84,2.84,2.35
172,1.26,2.23,2.04
173,1.34,3.26,1.59
174,1.31,2.9,1.86
