id,cost,is_locked_out
1,10.0,0.0
2,3.0,0.0
3,10.0,0.0
4,9.0,0.0
5,4.0,0.0
6,10.0,0.0
7,9.0,0.0
8,3.0,0.0
9,2.0,0.0
10,10.0,0.0
11,9.0,0.0
12,2.0,0.0
13,10.0,0.0
14,4.0,0.0
15,1.0,0.0
16,7.0,0.0
17,5.0,0.0
18,3.0,0.0
19,5.0,0.0
20,0.0,0.0
21,10.0,0.0
22,9.0,0.0
23,1.0,0.0
24,5.0,0.0
25,10.0,0.0
26,2.0,0.0
27,5.0,0.0
28,4.0,0.0
29,4.0,0.0
30,8.0,0.0
31,4.0,0.0
32,4.0,0.0
33,8.0,0.0
34,7.0,0.0
35,1.0,0.0
36,5.0,0.0
37,10.0,0.0
38,9.0,0.0
39,0.0,0.0
40,1.0,0.0
41,7.0,0.0
42,10.0,0.0
43,2.0,0.0
44,1.0,0.0
45,4.0,0.0
46,3.0,0.0
47,3.0,0.0
48,8.0,0.0
49,4.0,0.0
50,8.0,0.0
51,4.0,0.0
52,7.0,0.0
53,10.0,0.0
54,8.0,0.0
55,9.0,0.0
56,0.0,0.0
57,8.0,0.0
58,2.0,0.0
59,9.0,0.0
60,10.0,0.0
61,6.0,0.0
62,6.0,0.0
63,9.0,0.0
64,4.0,0.0
65,1.0,0.0
66,2.0,0.0
67,5.0,0.0
68,1.0,0.0
69,9.0,0.0
70,2.0,0.0
71,1.0,0.0
72,9.0,0.0
73,0.0,0.0
74,1.0,0.0
75,4.0,0.0
76,10.0,0.0
77,4.0,0.0
78,3.0,0.0
79,7.0,0.0
80,2.0,0.0
81,10.0,0.0
82,6.0,0.0
83,8.0,0.0
84,5.0,0.0
85,4.0,0.0
86,8.0,0.0
87,7.0,0.0
88,6.0,0.0
89,4.0,0.0
90,3.0,0.0
91,7.0,0.0
92,9.0,0.0
93,1.0,0.0
94,3.0,0.0
95,5.0,0.0
96,9.0,0.0
97,10.0,0.0
98,5.0,0.0
99,0.0,0.0
100,3.0,0.0
101,6.0,0.0
102,7.0,0.0
103,10.0,0.0
104,8.0,0.0
105,5.0,0.0
106,3.0,0.0
107,0.0,0.0
108,4.0,0.0
109,7.0,0.0
110,1.0,0.0
111,5.0,0.0
112,4.0,0.0
113,5.0,0.0
114,2.0,0.0
115,9.0,0.0
116,7.0,0.0
117,2.0,0.0
118,10.0,0.0
119,1.0,0.0
120,7.0,0.0
121,2.0,0.0
122,5.0,0.0
123,1.0,0.0
124,8.0,0.0
125,4.0,0.0
126,7.0,0.0
127,6.0,0.0
128,3.0,0.0
129,3.0,0.0
130,7.0,0.0
131,10.0,0.0
132,10.0,0.0
133,3.0,0.0
134,5.0,0.0
135,4.0,0.0
136,8.0,0.0
137,3.0,0.0
138,5.0,0.0
139,7.0,0.0
140,3.0,0.0
141,9.0,0.0
142,6.0,0.0
143,9.0,0.0
144,10.0,0.0
145,4.0,0.0
146,5.0,0.0
147,7.0,0.0
148,1.0,0.0
149,1.0,0.0
150,10.0,0.0
151,4.0,0.0
152,5.0,0.0
153,10.0,0.0
154,1.0,0.0
155,9.0,0.0
156,4.0,0.0
157,10.0,0.0
158,6.0,0.0
159,8.0,0.0
160,1.0,0.0
161,7.0,0.0
162,9.0,1.0
163,10.0,0.0
164,10.0,0.0
165,8.0,0.0
166,9.0,0.0
167,4.0,0.0
168,0.0,0.0
169,7.0,0.0
170,2.0,0.0
171,0.0,0.0
172,5.0,0.0
173,1.0,0.0
174,0.0,0.0
175,6.0,0.0
176,0.0,0.0
177,0.0,0.0
178,7.0,0.0
179,5.0,0.0
180,9.0,0.0
181,9.0,0.0
182,7.0,0.0
183,0.0,0.0
184,10.0,0.0
185,3.0,0.0
186,3.0,0.0
187,8.0,0.0
188,1.0,0.0
189,10.0,0.0
190,4.0,0.0
191,0.0,0.0
192,7.0,0.0
193,7.0,0.0
194,3.0,0.0
195,5.0,0.0
196,3.0,0.0
197,7.0,0.0
198,7.0,0.0
199,0.0,0.0
200,5.0,0.0
201,2.0,0.0
202,8.0,0.0
203,9.0,0.0
204,1.0,0.0
205,0.0,0.0
206,0.0,0.0
207,8.0,0.0
208,0.0,0.0
209,0.0,0.0
210,9.0,0.0
211,2.0,0.0
212,9.0,0.0
213,1.0,0.0
214,3.0,0.0
215,6.0,0.0
216,7.0,0.0
217,2.0,0.0
218,2.0,0.0
219,4.0,0.0
220,5.0,0.0
221,3.0,0.0
222,4.0,0.0
223,10.0,0.0
224,2.0,0.0
225,0.0,0.0
226,7.0,0.0
227,5.0,0.0
228,7.0,0.0
229,5.0,0.0
230,4.0,0.0
231,4.0,0.0
232,10.0,0.0
233,5.0,0.0
234,6.0,0.0
235,10.0,0.0
236,3.0,0.0
237,9.0,0.0
238,4.0,0.0
239,5.0,0.0
240,5.0,0.0
241,1.0,0.0
242,7.0,0.0
243,9.0,0.0
244,10.0,0.0
245,2.0,0.0
246,2.0,0.0
247,5.0,0.0
248,5.0,0.0
249,2.0,0.0
250,5.0,0.0
251,7.0,0.0
252,3.0,0.0
253,6.0,0.0
254,9.0,0.0
255,6.0,0.0
256,9.0,0.0
257,4.0,0.0
258,0.0,0.0
259,9.0,0.0
260,0.0,0.0
261,5.0,0.0
262,9.0,0.0
263,9.0,0.0
264,1.0,0.0
265,8.0,0.0
266,6.0,0.0
267,0.0,0.0
268,10.0,0.0
269,8.0,0.0
270,0.0,0.0
271,2.0,0.0
272,1.0,0.0
273,10.0,0.0
274,5.0,0.0
275,5.0,0.0
276,2.0,0.0
277,10.0,0.0
278,10.0,0.0
279,0.0,0.0
280,4.0,0.0
281,0.0,0.0
282,0.0,0.0
283,9.0,0.0
284,1.0,0.0
285,7.0,0.0
286,8.0,0.0
287,5.0,0.0
288,2.0,0.0
289,10.0,0.0
290,8.0,0.0
291,9.0,0.0
292,7.0,0.0
293,0.0,0.0
294,8.0,0.0
295,7.0,0.0
296,0.0,0.0
297,5.0,0.0
298,0.0,0.0
299,3.0,0.0
300,4.0,0.0
301,9.0,0.0
302,9.0,0.0
303,1.0,0.0
304,3.0,0.0
305,9.0,0.0
306,9.0,0.0
307,0.0,0.0
308,9.0,0.0
309,4.0,0.0
