id,cf1,cf2,cf3
1,4.92,3.07,1.99
2,5.69,2.23,1.16
3,5.04,5.12,1.93
4,3.85,5.65,1.31
5,4.24,7.03,2.05
6,5.19,8.44,1.83
7,4.38,6.03,2.46
8,3.72,4.31,2.21
9,4.9,4.98,2.43
10,3.99,5.0,1.97
11,5.97,3.77,2.98
12,3.5,5.3,3.13
13,2.38,3.7,3.46
14,1.9,3.72,2.99
15,1.94,3.39,3.13
16,3.18,4.57,3.26
17,2.72,4.35,4.09
18,2.78,3.55,3.49
19,1.36,3.7,3.08
20,1.77,4.33,1.43
21,1.71,2.46,2.15
22,1.2,2.99,2.3
23,1.33,2.2,1.19
24,0.81,2.0,1.17
25,0.9,2.39,1.73
26,5.11,5.47,0.95
27,3.82,7.11,1.44
28,5.78,6.49,1.28
29,3.85,4.65,1.96
30,6.65,6.92,1.78
31,5.91,6.22,2.35
32,2.79,6.53,1.97
33,4.67,5.55,2.41
34,4.25,6.61,2.35
35,4.22,5.7,2.03
36,3.71,6.97,2.68
37,3.93,2.94,3.85
38,3.42,6.1,2.59
39,2.32,3.68,3.73
40,2.83,6.3,2.79
41,2.27,4.16,3.56
42,1.97,4.68,2.89
43,2.13,4.52,2.12
44,1.87,4.97,3.49
45,2.21,4.62,2.99
46,1.39,3.12,2.7
47,1.7,3.19,1.89
48,0.89,3.23,2.39
49,0.91,2.44,2.28
50,0.98,1.58,1.95
51,7.29,4.17,1.13
52,4.56,5.85,1.19
53,3.9,5.31,1.46
54,5.25,4.25,1.84
55,5.08,7.86,2.25
56,5.55,7.99,2.16
57,4.49,7.1,1.84
58,4.06,7.15,2.2
59,3.85,6.29,2.22
60,4.46,6.41,1.97
61,2.15,6.23,3.05
62,3.62,6.72,2.46
63,2.95,5.89,4.5
64,4.13,5.08,3.41
65,2.68,5.18,3.13
66,2.8,5.65,3.6
67,2.93,5.11,3.79
68,2.87,4.48,3.61
69,1.47,3.54,2.52
70,2.9,2.91,2.94
71,1.6,3.03,1.98
72,1.75,4.69,2.22
73,1.23,3.35,2.06
74,0.98,1.98,2.07
75,0.79,2.36,1.33
76,5.1,6.84,1.12
77,6.78,8.13,1.55
78,5.67,6.37,1.67
79,4.13,7.01,1.67
80,4.69,7.86,2.44
81,5.8,6.49,2.27
82,4.63,5.62,2.18
83,5.04,8.75,2.28
84,3.54,5.5,2.79
85,5.05,6.98,1.7
86,2.17,5.82,3.08
87,4.24,5.06,3.81
88,3.36,4.91,3.32
89,3.82,5.14,3.36
90,2.89,5.23,3.65
91,2.5,6.9,3.39
92,2.83,3.52,1.74
93,2.26,3.78,2.84
94,2.31,4.97,3.56
95,1.55,4.08,2.22
96,2.19,2.88,3.04
97,1.34,4.84,2.77
98,0.94,3.42,1.84
99,1.0,3.99,1.99
100,1.16,2.85,2.09
101,6.37,6.71,0.84
102,6.07,7.11,1.53
103,6.12,4.59,1.28
104,5.58,5.26,1.53
105,4.23,8.48,1.76
106,3.54,8.81,1.61
107,3.32,7.65,0.87
108,2.82,8.17,1.78
109,4.92,7.17,2.91
110,3.47,6.69,2.87
111,5.33,6.21,2.27
112,3.12,5.97,3.11
113,2.31,6.08,3.07
114,2.96,6.17,4.3
115,3.09,4.81,2.9
116,2.38,5.88,2.84
117,2.87,4.99,3.73
118,1.54,3.82,2.12
119,2.05,4.4,3.55
120,1.74,4.74,2.57
121,2.21,3.74,2.78
122,1.74,3.58,1.44
123,1.46,3.26,2.52
124,1.17,3.12,1.55
125,0.94,2.78,1.42
126,7.38,7.91,1.0
127,6.67,8.1,1.47
128,3.59,4.43,1.2
129,6.25,6.83,1.98
130,5.69,7.47,2.03
131,5.71,10.05,1.33
132,5.12,9.52,2.33
133,3.7,7.16,1.57
134,3.81,6.19,2.48
135,4.29,9.23,2.12
136,4.34,6.26,2.57
137,4.23,7.65,2.85
138,4.12,6.0,1.64
139,2.91,4.89,2.81
140,1.62,6.7,2.69
141,2.44,4.67,1.9
142,2.19,5.73,2.51
143,2.23,5.11,3.4
144,2.18,5.14,3.18
145,1.77,4.6,2.2
146,2.02,3.88,1.67
147,1.57,3.7,1.93
148,1.35,4.09,2.27
149,1.27,2.27,1.97
150,1.04,2.35,1.63
151,4.49,6.07,0.88
152,8.46,4.28,1.19
