id,cost,is_locked_out
1,4.0,0.0
2,7.0,0.0
3,1.0,0.0
4,7.0,0.0
5,9.0,0.0
6,5.0,0.0
7,9.0,0.0
8,10.0,0.0
9,8.0,0.0
10,3.0,0.0
11,3.0,0.0
12,3.0,0.0
13,1.0,0.0
14,7.0,0.0
15,2.0,0.0
16,9.0,0.0
17,7.0,0.0
18,7.0,0.0
19,6.0,0.0
20,3.0,0.0
21,4.0,0.0
22,2.0,0.0
23,9.0,0.0
24,7.0,0.0
25,9.0,0.0
26,6.0,0.0
27,10.0,0.0
28,7.0,0.0
29,8.0,0.0
30,1.0,0.0
31,7.0,0.0
32,2.0,0.0
33,8.0,0.0
34,6.0,0.0
35,10.0,0.0
36,8.0,0.0
37,8.0,0.0
38,4.0,0.0
39,2.0,0.0
40,2.0,0.0
41,7.0,0.0
42,7.0,0.0
43,4.0,0.0
44,1.0,0.0
45,3.0,0.0
46,5.0,0.0
47,10.0,0.0
48,4.0,0.0
49,10.0,0.0
50,2.0,0.0
51,3.0,0.0
52,4.0,0.0
53,6.0,0.0
54,9.0,0.0
55,1.0,0.0
56,3.0,0.0
57,9.0,0.0
58,7.0,0.0
59,9.0,0.0
60,5.0,0.0
61,10.0,0.0
62,1.0,0.0
63,5.0,0.0
64,4.0,0.0
65,10.0,0.0
66,4.0,0.0
67,5.0,0.0
68,1.0,0.0
69,10.0,0.0
70,1.0,0.0
71,6.0,0.0
72,8.0,0.0
73,5.0,0.0
74,8.0,0.0
75,10.0,0.0
76,8.0,0.0
77,6.0,0.0
78,2.0,0.0
79,1.0,0.0
80,7.0,0.0
81,5.0,0.0
82,4.0,0.0
83,5.0,0.0
84,9.0,0.0
85,1.0,0.0
86,3.0,0.0
87,3.0,0.0
88,6.0,0.0
89,8.0,0.0
90,8.0,0.0
91,1.0,0.0
92,1.0,0.0
93,7.0,0.0
94,2.0,0.0
95,1.0,0.0
96,5.0,0.0
97,4.0,0.0
98,3.0,0.0
99,5.0,0.0
100,3.0,0.0
101,9.0,0.0
102,4.0,0.0
103,2.0,0.0
104,5.0,0.0
105,9.0,0.0
106,10.0,0.0
107,7.0,0.0
108,5.0,0.0
109,6.0,0.0
110,9.0,0.0
111,10.0,0.0
112,9.0,0.0
113,1.0,0.0
114,8.0,0.0
115,10.0,0.0
116,4.0,0.0
117,10.0,0.0
118,10.0,0.0
119,3.0,0.0
120,10.0,0.0
121,1.0,0.0
122,6.0,0.0
123,7.0,0.0
124,1.0,0.0
125,1.0,0.0
126,4.0,0.0
127,9.0,0.0
128,6.0,0.0
129,7.0,0.0
130,8.0,0.0
131,4.0,0.0
132,3.0,0.0
133,5.0,0.0
134,2.0,0.0
135,4.0,0.0
136,7.0,0.0
137,8.0,0.0
138,7.0,0.0
139,5.0,0.0
140,3.0,0.0
141,6.0,0.0
142,5.0,0.0
143,6.0,0.0
144,1.0,0.0
145,9.0,0.0
146,6.0,0.0
147,8.0,0.0
148,4.0,0.0
149,2.0,0.0
150,2.0,0.0
151,1.0,0.0
152,8.0,0.0
153,8.0,0.0
154,7.0,0.0
155,1.0,0.0
156,9.0,0.0
157,7.0,0.0
158,2.0,0.0
159,4.0,0.0
160,9.0,0.0
161,9.0,0.0
162,5.0,0.0
163,7.0,0.0
164,6.0,0.0
165,4.0,0.0
166,3.0,0.0
167,4.0,0.0
168,9.0,0.0
169,5.0,0.0
170,7.0,0.0
171,5.0,0.0
172,1.0,0.0
173,9.0,0.0
174,5.0,0.0
175,5.0,0.0
176,2.0,0.0
177,10.0,0.0
178,2.0,0.0
179,1.0,0.0
180,3.0,0.0
181,10.0,0.0
182,6.0,0.0
183,3.0,0.0
184,10.0,0.0
185,9.0,0.0
186,2.0,0.0
187,2.0,0.0
188,7.0,0.0
189,6.0,0.0
190,8.0,0.0
191,1.0,0.0
192,5.0,0.0
193,5.0,0.0
194,7.0,0.0
195,3.0,0.0
196,7.0,0.0
197,4.0,0.0
198,10.0,0.0
199,9.0,0.0
200,2.0,0.0
201,8.0,0.0
202,9.0,0.0
203,6.0,0.0
204,9.0,0.0
205,3.0,0.0
206,7.0,0.0
207,9.0,0.0
208,3.0,0.0
209,7.0,0.0
210,10.0,0.0
211,7.0,0.0
212,2.0,0.0
213,7.0,0.0
214,10.0,0.0
215,10.0,0.0
216,2.0,0.0
217,8.0,0.0
218,2.0,0.0
219,4.0,0.0
220,9.0,0.0
221,6.0,0.0
222,7.0,0.0
223,1.0,0.0
224,5.0,0.0
225,10.0,0.0
226,8.0,0.0
227,3.0,0.0
228,8.0,0.0
229,2.0,0.0
230,7.0,0.0
231,7.0,0.0
232,1.0,0.0
233,4.0,0.0
234,7.0,0.0
235,5.0,0.0
236,3.0,0.0
237,6.0,0.0
238,6.0,0.0
239,1.0,0.0
240,3.0,0.0
241,4.0,0.0
242,6.0,0.0
243,3.0,0.0
244,4.0,0.0
245,10.0,0.0
246,6.0,0.0
247,9.0,0.0
248,10.0,0.0
249,9.0,0.0
250,9.0,0.0
251,4.0,0.0
252,6.0,0.0
253,8.0,0.0
254,3.0,0.0
255,10.0,0.0
256,8.0,0.0
257,4.0,0.0
258,3.0,0.0
259,2.0,0.0
260,10.0,0.0
261,2.0,0.0
262,10.0,0.0
263,6.0,0.0
264,2.0,0.0
265,7.0,0.0
266,1.0,0.0
267,1.0,0.0
268,9.0,0.0
269,6.0,0.0
270,4.0,0.0
271,5.0,0.0
272,7.0,0.0
273,7.0,0.0
274,3.0,0.0
275,3.0,0.0
276,10.0,0.0
277,7.0,0.0
278,4.0,0.0
279,3.0,0.0
280,4.0,0.0
281,5.0,0.0
282,7.0,0.0
283,3.0,0.0
284,3.0,0.0
285,3.0,0.0
286,2.0,0.0
287,4.0,0.0
288,10.0,0.0
289,6.0,0.0
290,7.0,0.0
291,8.0,0.0
292,4.0,0.0
293,7.0,0.0
294,5.0,0.0
295,3.0,0.0
296,3.0,0.0
297,6.0,0.0
298,6.0,0.0
299,4.0,0.0
300,1.0,0.0
301,9.0,0.0
302,3.0,0.0
303,3.0,0.0
304,3.0,0.0
305,8.0,0.0
306,2.0,0.0
307,4.0,0.0
308,2.0,0.0
309,10.0,0.0
310,7.0,0.0
311,6.0,0.0
312,10.0,0.0
313,1.0,0.0
314,7.0,0.0
315,8.0,0.0
316,4.0,0.0
317,5.0,0.0
318,2.0,0.0
319,2.0,0.0
320,3.0,0.0
321,5.0,0.0
322,4.0,0.0
323,1.0,0.0
324,8.0,0.0
325,1.0,0.0
326,9.0,0.0
327,5.0,0.0
328,5.0,0.0
329,8.0,0.0
330,2.0,0.0
331,2.0,0.0
332,9.0,0.0
333,1.0,0.0
334,1.0,0.0
335,8.0,0.0
336,1.0,0.0
337,6.0,0.0
338,1.0,0.0
339,4.0,0.0
340,2.0,0.0
341,9.0,0.0
342,8.0,0.0
343,9.0,0.0
344,5.0,0.0
345,9.0,0.0
346,6.0,0.0
347,5.0,0.0
348,8.0,0.0
349,10.0,0.0
350,9.0,0.0
351,6.0,0.0
352,6.0,0.0
353,5.0,0.0
354,9.0,0.0
355,8.0,0.0
356,2.0,0.0
357,7.0,0.0
358,2.0,0.0
359,8.0,0.0
360,10.0,0.0
361,6.0,0.0
362,9.0,0.0
363,3.0,0.0
364,7.0,0.0
365,10.0,0.0
366,4.0,0.0
367,2.0,0.0
368,10.0,0.0
369,9.0,0.0
370,6.0,0.0
371,7.0,0.0
372,2.0,0.0
373,8.0,0.0
374,8.0,0.0
375,9.0,0.0
376,5.0,0.0
377,8.0,0.0
378,4.0,0.0
379,1.0,0.0
380,5.0,0.0
381,10.0,0.0
382,8.0,0.0
383,3.0,0.0
384,2.0,0.0
385,1.0,0.0
386,2.0,0.0
387,8.0,0.0
388,6.0,0.0
389,1.0,0.0
390,1.0,0.0
391,1.0,0.0
392,10.0,0.0
393,7.0,0.0
394,5.0,0.0
395,6.0,0.0
396,10.0,0.0
397,5.0,0.0
398,9.0,0.0
399,6.0,0.0
400,8.0,0.0
401,7.0,0.0
402,4.0,0.0
403,1.0,0.0
404,9.0,0.0
405,1.0,0.0
406,10.0,0.0
407,9.0,0.0
408,6.0,0.0
409,5.0,0.0
410,4.0,0.0
411,6.0,0.0
412,8.0,0.0
413,5.0,0.0
414,10.0,0.0
415,8.0,0.0
416,10.0,0.0
417,5.0,0.0
418,6.0,0.0
419,5.0,0.0
420,9.0,0.0
421,2.0,0.0
422,8.0,0.0
423,5.0,0.0
424,5.0,0.0
425,3.0,0.0
426,10.0,0.0
427,9.0,0.0
428,6.0,0.0
429,10.0,0.0
430,3.0,0.0
431,3.0,0.0
432,1.0,0.0
433,7.0,0.0
434,5.0,0.0
435,6.0,0.0
436,8.0,0.0
437,7.0,0.0
438,2.0,0.0
439,5.0,0.0
440,5.0,0.0
441,4.0,0.0
442,1.0,0.0
443,3.0,0.0
444,3.0,0.0
445,6.0,0.0
446,1.0,0.0
447,5.0,0.0
448,2.0,0.0
449,3.0,0.0
450,6.0,0.0
451,7.0,0.0
452,7.0,0.0
453,8.0,0.0
454,9.0,0.0
455,3.0,0.0
456,3.0,0.0
457,9.0,0.0
458,1.0,0.0
459,5.0,0.0
460,9.0,0.0
461,9.0,0.0
462,4.0,0.0
463,2.0,0.0
464,5.0,0.0
465,5.0,0.0
466,5.0,0.0
467,5.0,0.0
468,7.0,0.0
469,9.0,0.0
470,7.0,0.0
471,3.0,0.0
472,3.0,0.0
473,1.0,0.0
474,4.0,0.0
475,7.0,0.0
476,8.0,0.0
477,6.0,0.0
478,1.0,0.0
479,9.0,0.0
480,4.0,0.0
481,2.0,0.0
482,7.0,0.0
483,6.0,0.0
484,10.0,0.0
485,6.0,0.0
486,8.0,0.0
487,7.0,0.0
488,8.0,0.0
489,3.0,0.0
490,6.0,0.0
491,9.0,0.0
492,7.0,0.0
493,8.0,0.0
494,8.0,0.0
495,7.0,0.0
496,9.0,0.0
497,5.0,0.0
498,9.0,0.0
499,3.0,0.0
500,5.0,0.0
501,8.0,0.0
502,6.0,0.0
503,4.0,0.0
504,8.0,0.0
505,1.0,0.0
506,4.0,0.0
507,7.0,0.0
508,3.0,0.0
509,1.0,0.0
510,7.0,0.0
511,4.0,0.0
512,6.0,0.0
513,5.0,0.0
514,1.0,0.0
515,2.0,0.0
516,9.0,0.0
517,10.0,0.0
518,2.0,0.0
519,6.0,0.0
520,7.0,0.0
521,10.0,0.0
522,6.0,0.0
523,2.0,0.0
524,10.0,0.0
525,6.0,0.0
526,9.0,0.0
527,1.0,0.0
528,4.0,0.0
529,1.0,0.0
530,10.0,0.0
531,4.0,0.0
532,6.0,0.0
533,3.0,0.0
534,10.0,0.0
535,10.0,0.0
536,8.0,0.0
537,5.0,0.0
538,8.0,0.0
539,10.0,0.0
540,6.0,0.0
541,5.0,0.0
542,1.0,0.0
543,6.0,0.0
544,2.0,0.0
545,6.0,0.0
546,3.0,0.0
547,9.0,0.0
548,6.0,0.0
549,6.0,0.0
550,3.0,0.0
551,4.0,0.0
