id,cf1,cf2,cf3
1,0.41,7.44,0.71
2,0.51,7.49,0.8
3,0.87,8.99,1.53
4,0.86,7.34,1.33
5,0.95,8.21,1.43
6,1.31,7.86,1.52
7,1.05,5.84,1.52
8,1.23,8.29,1.53
9,1.55,6.56,2.25
10,1.3,6.78,1.91
11,0.36,4.65,2.36
12,1.47,3.69,1.9
13,1.22,6.56,2.61
14,0.89,4.32,1.76
15,1.34,3.25,1.43
16,1.11,4.68,1.1
17,0.89,3.03,1.33
18,0.63,2.24,0.94
19,0.5,1.66,1.23
20,0.34,1.23,0.82
21,0.4,8.11,1.13
22,0.63,9.57,1.65
23,1.09,8.71,1.13
24,0.88,7.46,1.79
25,1.51,8.25,1.29
26,1.33,9.11,1.29
27,1.71,5.31,2.09
28,1.79,6.73,1.83
29,2.01,4.79,2.82
30,1.57,6.6,3.15
31,2.11,5.67,2.07
32,1.36,5.12,2.02
33,1.44,5.81,2.51
34,0.86,4.29,2.12
35,0.98,4.18,1.79
36,0.89,2.84,1.46
37,1.12,1.72,1.46
38,0.9,2.04,1.42
39,0.58,2.66,1.24
40,0.58,1.71,0.78
41,0.49,11.18,1.55
42,0.55,10.83,1.55
43,0.91,9.12,2.02
44,1.36,9.05,2.31
45,1.02,9.29,1.95
46,1.47,6.61,2.72
47,1.87,4.84,2.65
48,1.55,6.57,1.63
49,2.17,9.0,2.14
50,2.81,5.77,1.66
51,1.67,7.48,3.07
52,2.4,5.57,1.36
53,1.79,3.7,2.14
54,1.6,4.25,2.46
55,1.53,4.5,2.08
56,1.23,3.28,2.14
57,1.02,2.17,2.08
58,0.86,2.53,1.22
59,0.72,2.6,1.26
60,0.68,2.15,0.57
61,0.65,9.21,2.31
62,0.94,7.96,2.12
63,0.88,9.99,2.08
64,1.45,11.43,2.33
65,1.5,6.82,3.01
66,2.09,8.17,2.04
67,1.9,10.01,2.18
68,2.03,6.25,2.9
69,2.41,6.02,3.49
70,2.31,4.57,3.49
71,2.82,5.46,2.67
72,2.28,6.02,2.9
73,1.16,5.1,3.41
74,2.22,3.12,3.69
75,1.18,4.39,2.21
76,1.2,2.21,1.89
77,1.61,2.83,2.3
78,1.38,2.64,1.64
79,0.75,2.28,1.25
80,0.68,1.95,1.52
81,0.66,6.36,1.61
82,0.87,9.08,1.86
83,1.33,5.73,2.57
84,0.75,7.31,1.49
85,1.49,6.9,3.28
86,1.9,7.47,4.59
87,2.05,7.53,2.67
88,3.27,5.02,2.6
89,3.06,4.82,2.73
90,3.13,5.91,3.13
91,3.17,4.4,3.11
