id,cost,is_locked_out
1,4.1,0.0
2,4.3,0.0
3,9.1,0.0
4,4.2,0.0
5,3.5,0.0
6,5.1,0.0
7,9.2,0.0
8,5.0,0.0
9,8.6,0.0
10,9.5,0.0
11,5.6,0.0
12,1.7,0.0
13,8.6,0.0
14,9.0,0.0
15,7.5,0.0
16,3.5,0.0
17,9.2,0.0
18,5.9,0.0
19,7.6,0.0
20,2.3,0.0
21,1.3,0.0
22,5.5,0.0
23,9.3,0.0
24,4.3,0.0
25,4.1,0.0
26,1.0,0.0
27,4.1,0.0
28,2.9,0.0
29,7.6,0.0
30,5.8,0.0
31,8.3,0.0
32,5.2,0.0
33,7.8,0.0
34,7.0,0.0
35,4.6,0.0
36,2.8,0.0
37,1.4,0.0
38,4.8,0.0
39,4.4,0.0
40,8.3,0.0
41,3.8,0.0
42,7.8,0.0
43,7.0,0.0
44,1.0,0.0
45,9.7,0.0
46,4.2,0.0
47,2.8,0.0
48,1.2,0.0
49,7.3,0.0
50,6.7,0.0
51,2.6,0.0
52,5.2,0.0
53,7.7,0.0
54,5.6,0.0
55,8.7,0.0
56,9.9,0.0
57,3.4,0.0
58,7.5,0.0
59,3.8,0.0
60,7.6,0.0
61,9.2,0.0
62,6.5,0.0
63,8.9,0.0
64,2.8,0.0
65,8.0,0.0
66,3.1,0.0
67,1.1,0.0
68,3.6,0.0
69,2.7,0.0
70,6.9,0.0
71,7.0,0.0
72,5.1,0.0
73,5.1,0.0
74,7.0,0.0
75,9.4,0.0
76,7.4,0.0
77,3.1,0.0
78,6.1,0.0
79,9.5,0.0
80,6.4,0.0
81,8.5,0.0
82,2.1,0.0
83,7.3,0.0
84,5.6,0.0
85,7.0,0.0
86,6.1,0.0
87,9.3,0.0
88,6.3,0.0
89,1.1,0.0
90,1.0,0.0
91,9.6,0.0
92,2.7,0.0
93,7.7,0.0
94,7.3,0.0
95,5.5,0.0
96,6.6,0.0
97,6.7,0.0
98,8.3,0.0
99,7.7,0.0
100,9.7,0.0
101,5.8,0.0
102,9.8,0.0
103,9.1,0.0
104,4.0,0.0
105,4.2,0.0
106,7.1,0.0
107,8.4,0.0
108,2.0,0.0
109,5.0,0.0
110,5.5,0.0
111,3.1,0.0
112,3.1,0.0
113,3.5,0.0
114,7.4,0.0
115,2.5,0.0
116,9.1,0.0
117,8.6,0.0
118,9.5,0.0
119,9.8,0.0
120,1.4,0.0
121,1.6,0.0
122,4.4,0.0
123,6.7,0.0
124,6.1,0.0
125,9.7,0.0
126,9.2,0.0
127,4.6,0.0
128,3.0,0.0
129,8.3,0.0
130,3.2,1.0
131,3.1,1.0
