id,cf1,cf2,cf3
1,0.75,2.43,0.46
2,0.87,2.31,0.35
3,0.78,3.08,0.37
4,1.22,3.18,0.49
5,1.68,3.25,0.46
6,2.13,2.84,0.46
7,2.24,3.33,0.36
8,3.01,4.16,0.43
9,1.98,4.2,0.32
10,3.15,2.46,0.45
11,2.3,3.26,0.52
12,1.99,3.88,0.34
13,2.03,3.53,0.49
14,2.48,2.54,0.45
15,1.17,3.17,0.4
16,0.82,2.87,0.39
17,1.74,2.65,0.45
18,1.45,2.13,0.42
19,0.8,1.61,0.32
20,0.52,2.07,0.51
21,0.89,2.03,0.55
22,1.09,2.92,0.37
23,1.17,3.65,0.5
24,1.39,3.3,0.54
25,1.76,3.71,0.46
26,2.43,3.75,0.63
27,1.85,2.2,0.64
28,2.26,3.73,0.42
29,2.1,4.15,0.28
30,2.28,3.64,0.4
31,2.86,3.94,0.43
32,2.54,3.37,0.38
33,2.4,3.69,0.39
34,1.89,2.63,0.61
35,2.58,3.39,0.57
36,2.89,2.51,0.55
37,1.8,2.05,0.42
38,0.91,2.9,0.46
39,1.36,2.23,0.65
40,0.89,2.14,0.7
41,0.78,2.91,0.42
42,1.22,2.34,0.76
43,1.19,2.78,0.57
44,1.4,3.35,0.49
45,1.44,3.18,0.66
46,2.34,3.4,0.55
47,2.03,4.42,0.38
48,2.77,3.59,0.49
49,3.22,3.49,0.64
50,2.56,4.06,0.37
51,3.55,2.93,0.4
52,2.03,2.96,0.45
53,2.68,4.88,0.49
54,2.58,3.87,0.48
55,2.21,3.75,0.61
56,1.77,3.02,0.59
57,1.36,2.18,0.82
58,1.74,3.46,0.59
59,0.97,2.76,0.83
60,0.89,2.4,0.7
61,1.18,2.37,0.69
62,1.6,3.24,0.65
63,1.51,2.03,0.6
64,1.86,4.43,0.42
65,2.5,4.25,0.59
66,3.66,4.57,0.41
67,3.33,2.92,0.55
68,3.03,5.06,0.47
69,3.62,5.11,0.35
70,3.19,3.17,0.36
71,4.05,3.87,0.45
72,3.0,3.4,0.47
73,3.02,2.98,0.45
74,2.0,2.98,0.54
75,2.27,2.82,0.63
76,1.9,2.07,0.83
77,1.82,2.71,0.5
78,1.43,2.98,0.71
79,1.39,3.9,0.9
80,1.09,2.59,0.88
81,1.29,2.75,0.42
82,1.75,3.58,0.8
83,1.54,3.91,0.74
84,2.43,3.25,0.5
85,2.5,4.73,0.65
86,3.0,3.89,0.47
87,1.4,2.83,0.32
88,3.11,3.94,0.6
89,4.32,6.16,0.44
90,4.58,5.58,0.42
91,2.05,4.11,0.34
92,2.92,4.24,0.56
93,4.04,4.05,0.43
94,2.57,2.43,0.69
95,3.37,2.58,0.66
96,3.1,2.37,0.75
97,2.41,4.07,0.94
98,1.66,3.12,0.82
99,1.26,2.11,0.86
100,1.07,2.37,0.79
101,0.85,2.51,0.78
102,1.75,1.96,0.6
103,1.25,3.82,0.51
104,2.04,4.15,0.44
105,2.51,3.67,0.92
106,2.95,4.33,0.79
107,4.13,5.89,0.67
108,3.62,5.1,0.52
109,2.72,5.16,0.56
110,5.15,5.03,0.77
111,4.77,4.58,0.45
112,4.83,3.96,0.62
113,4.54,3.34,0.53
114,2.85,4.63,0.61
115,3.76,1.91,0.56
116,2.38,2.51,0.63
117,2.92,3.54,0.73
118,2.27,2.43,0.78
119,1.41,3.24,1.15
120,1.53,3.2,0.6
121,1.75,2.51,0.73
122,1.39,3.36,0.83
123,1.98,3.26,0.98
124,2.82,3.87,0.75
125,2.09,3.85,0.64
126,2.16,4.63,0.84
127,3.04,4.1,1.05
128,3.01,5.11,0.49
129,4.23,4.87,0.64
130,4.18,4.1,0.57
131,3.44,3.16,0.44
132,3.93,3.55,0.64
133,4.67,3.21,0.5
134,4.0,3.05,0.49
135,4.31,3.7,0.76
136,3.41,3.25,0.88
137,1.74,3.84,1.25
138,2.22,3.24,1.06
139,0.99,2.28,1.01
140,1.28,2.89,0.7
141,1.29,2.59,0.78
142,2.21,2.82,1.01
143,1.89,2.99,1.0
144,1.71,4.02,0.97
145,2.96,3.59,0.52
146,2.76,3.36,0.62
147,4.2,2.96,0.82
148,4.87,5.05,0.63
149,4.75,2.63,0.63
