id,cf1,cf2,cf3
1,1.46,0.0,0.41
2,1.92,0.3,0.38
3,1.8,0.77,0.35
4,2.94,0.74,0.4
5,2.46,1.62,0.56
6,4.38,1.82,1.02
7,5.61,1.88,1.05
8,5.21,3.17,0.94
9,5.44,3.14,0.89
10,5.97,3.08,0.85
11,1.51,3.35,1.13
12,6.42,2.46,1.21
13,5.87,4.81,1.07
14,5.41,3.34,1.36
15,4.99,4.57,1.87
16,3.16,4.04,1.43
17,3.32,2.85,1.84
18,3.03,3.21,1.78
19,2.25,3.14,1.89
20,1.18,4.62,2.11
21,1.34,0.2,0.34
22,2.46,0.52,0.43
23,2.64,1.18,0.44
24,4.1,1.42,0.54
25,4.89,1.24,0.73
26,4.04,2.54,0.77
27,4.0,2.1,0.67
28,3.88,3.7,0.97
29,7.46,3.13,1.04
30,5.88,4.43,0.8
31,5.95,3.95,1.12
32,4.57,3.89,0.94
33,6.41,4.21,1.66
34,5.54,4.47,1.11
35,3.94,5.68,1.7
36,2.55,4.56,0.98
37,3.17,5.81,1.9
38,2.37,4.95,1.98
39,2.9,3.35,0.69
40,1.83,5.85,1.78
41,2.77,0.37,0.4
42,2.44,0.71,0.39
43,3.36,0.88,0.45
44,3.94,2.19,0.6
45,2.54,1.49,0.53
46,4.16,2.0,1.07
47,5.66,3.38,0.52
48,6.54,1.91,0.66
49,6.24,2.06,1.27
50,5.27,2.61,1.2
51,9.36,3.45,0.95
52,4.06,5.68,1.21
53,4.78,5.99,1.36
54,5.81,5.48,1.14
55,5.34,2.96,1.48
56,5.29,3.57,1.43
57,4.43,3.81,1.9
58,3.39,4.46,1.51
59,2.44,3.64,2.37
60,2.12,4.61,2.32
61,2.1,0.63,0.3
62,2.8,0.98,0.3
63,3.06,1.23,0.52
64,1.58,2.54,0.72
65,6.15,2.4,0.86
66,4.14,1.53,0.59
67,4.96,3.72,0.86
68,6.44,4.25,0.98
69,5.36,2.71,0.9
70,5.45,3.75,0.75
71,7.0,5.43,1.16
72,6.76,5.61,0.96
73,6.02,3.06,1.05
74,7.39,6.67,0.75
75,4.63,4.89,1.35
76,5.34,4.11,1.09
