id,cf1,cf2,cf3
1,0.69,2.25,0.93
2,0.92,2.83,1.28
3,1.92,2.82,0.93
4,1.62,2.92,0.85
5,2.07,2.08,1.34
6,2.3,3.3,0.8
7,1.58,2.52,1.39
8,2.2,2.24,1.73
9,2.18,1.87,2.14
10,1.84,3.26,1.78
11,2.82,1.74,1.2
12,1.82,2.38,2.14
13,1.54,2.35,1.58
14,2.31,2.48,2.03
15,2.12,1.87,2.71
16,2.36,2.04,2.5
17,2.27,1.54,3.52
18,2.13,1.67,1.73
19,1.72,1.25,3.05
20,0.96,1.65,3.39
21,1.02,1.31,2.89
22,1.2,1.26,2.69
23,0.57,0.95,3.27
24,0.61,1.08,1.95
25,0.27,0.68,2.17
26,0.97,1.87,1.53
27,1.35,2.34,1.39
28,1.41,2.9,1.6
29,1.85,2.71,1.21
30,2.51,2.17,1.28
31,2.47,2.46,1.38
32,2.69,3.76,1.31
33,3.21,2.42,1.54
34,2.84,3.38,1.25
35,3.01,2.34,2.04
36,3.84,1.45,1.63
37,3.37,2.55,2.03
38,2.99,2.16,2.14
39,2.33,2.61,2.29
40,1.94,1.43,3.08
41,1.49,1.63,2.14
42,2.46,1.99,1.65
43,2.38,1.51,2.86
44,1.38,1.8,2.42
45,1.53,0.84,3.3
46,1.58,1.91,3.52
47,1.25,1.27,2.09
48,1.07,1.24,1.57
49,0.86,1.13,1.05
50,0.42,0.73,1.67
51,1.5,2.35,1.35
52,1.14,2.82,1.73
53,1.72,2.6,1.6
54,1.38,3.48,1.12
55,2.73,2.59,1.76
56,3.22,3.94,1.11
57,3.41,2.94,1.18
58,3.25,3.14,1.93
59,3.26,3.29,2.09
60,2.72,2.73,1.91
61,4.01,2.57,2.02
62,3.85,2.04,2.68
63,3.01,2.12,2.58
64,3.43,2.42,2.51
65,3.5,2.8,2.99
66,1.31,2.14,2.25
67,3.01,1.37,2.46
68,2.14,1.4,2.75
69,1.79,1.47,2.32
70,2.11,1.18,4.03
71,1.55,1.65,2.95
72,1.58,1.52,2.92
73,0.78,1.25,2.31
74,1.05,1.43,2.78
75,0.73,0.57,2.4
76,2.17,2.34,1.48
77,1.83,2.1,1.71
78,2.63,2.37,1.35
79,3.01,3.53,1.99
80,2.47,1.69,1.09
81,2.94,3.57,1.89
82,3.64,2.92,1.35
83,2.21,3.28,1.69
84,3.44,2.25,1.66
85,3.91,3.87,1.84
86,3.3,3.61,2.47
87,4.02,2.28,1.87
