id,cf1,cf2,cf3
1,2.09,0.89,0.78
2,2.64,1.14,0.53
3,2.7,1.21,1.05
4,2.33,1.9,1.76
5,4.2,2.21,1.91
6,3.61,2.18,1.96
7,3.53,3.22,1.91
8,4.59,2.83,2.29
9,4.65,4.96,1.9
10,5.59,4.22,1.75
11,5.3,6.62,2.32
12,7.11,4.4,1.51
13,6.6,4.47,1.85
14,9.51,5.21,2.34
15,8.42,4.56,1.85
16,7.31,5.21,2.01
17,8.85,3.05,1.97
18,8.39,2.1,1.43
19,6.02,4.71,1.31
20,7.48,2.78,1.21
21,2.49,0.99,1.21
22,2.52,0.99,1.38
23,3.28,1.98,1.28
24,3.5,1.79,2.02
25,4.73,2.42,1.26
26,3.18,3.57,1.99
27,4.3,3.49,3.08
28,5.72,3.94,2.84
29,3.74,4.48,3.09
30,7.26,4.82,2.6
31,6.54,5.16,2.06
32,5.78,3.83,1.61
33,9.12,4.21,2.88
34,5.74,4.99,1.54
35,6.59,5.24,2.64
36,7.12,5.13,2.5
37,9.36,3.89,1.4
38,7.67,2.54,1.09
39,6.02,3.54,1.31
40,6.25,3.26,1.53
41,1.97,1.21,1.35
42,2.1,1.35,1.63
43,3.37,1.22,2.62
44,4.32,2.39,2.27
45,3.5,3.52,2.37
46,3.73,3.82,2.92
47,4.04,3.72,1.92
48,5.67,4.62,1.18
49,5.69,5.03,2.74
50,4.51,6.08,3.58
51,5.59,5.39,3.12
52,8.03,6.5,3.87
53,5.74,7.57,3.37
54,7.9,5.92,2.91
55,9.48,6.11,2.96
56,7.94,3.87,2.85
57,5.87,4.76,2.87
58,8.61,4.29,2.26
59,5.64,4.7,1.82
60,7.18,2.87,1.96
61,1.6,1.27,2.3
62,2.67,1.79,2.11
63,2.3,1.43,2.75
64,3.25,2.23,2.09
65,2.77,3.64,2.65
66,3.94,3.94,3.55
67,4.18,2.83,4.18
68,4.57,4.42,3.6
69,6.34,4.88,3.66
70,6.99,5.36,4.63
71,7.88,7.13,2.88
72,5.45,4.66,2.88
73,6.28,6.15,4.68
74,6.85,6.42,2.78
75,6.62,3.96,3.0
76,8.71,5.33,2.93
77,9.94,6.81,2.88
78,7.85,4.52,1.44
79,7.37,3.65,1.21
80,8.34,3.38,1.83
81,2.1,1.17,1.88
82,1.73,0.84,2.33
83,3.37,1.62,2.03
84,3.56,2.79,2.44
85,3.54,3.66,3.05
86,4.69,2.07,4.05
87,5.72,4.06,2.83
88,4.9,2.36,3.78
89,3.87,3.98,3.01
90,6.73,4.4,3.76
91,6.2,5.65,3.81
92,8.03,9.88,4.3
93,8.49,3.88,3.15
94,5.64,9.65,3.96
