id,cf1,cf2,cf3
1,1.68,2.45,2.08
2,1.93,2.72,2.86
3,2.08,2.5,2.64
4,2.16,2.8,1.86
5,3.47,1.84,3.3
6,2.58,2.95,3.82
7,2.27,3.19,3.25
8,2.88,2.44,3.25
9,4.99,3.42,4.21
10,4.23,2.75,4.38
11,3.88,5.29,3.17
12,3.63,4.25,5.66
13,4.4,4.75,5.98
14,4.01,2.52,6.43
15,3.35,4.38,8.47
16,3.44,4.57,7.31
17,2.23,4.94,6.35
18,2.6,4.35,3.75
19,2.73,4.8,5.45
20,2.8,5.22,4.65
21,2.23,5.64,6.01
22,1.86,5.09,3.82
23,1.02,6.12,4.29
24,0.97,4.14,2.86
25,0.41,3.7,2.58
26,1.61,3.14,2.04
27,2.29,3.93,2.55
28,2.02,3.26,2.92
29,3.34,3.47,1.95
30,3.67,2.88,4.49
31,4.67,3.08,4.27
32,4.54,3.54,4.1
33,2.93,3.11,3.89
34,3.98,2.62,5.31
35,4.63,3.17,2.78
36,2.68,5.62,3.28
37,5.16,3.51,3.06
38,3.84,5.19,4.74
39,5.32,4.2,6.8
40,2.59,4.64,5.75
41,4.32,5.59,6.69
42,3.91,4.89,6.7
43,2.37,6.93,6.57
44,2.66,4.83,3.83
45,4.04,4.94,1.46
46,1.67,6.52,2.82
47,1.57,5.97,3.4
48,1.63,7.18,3.27
49,1.57,6.07,3.56
50,0.9,5.83,2.92
51,1.76,3.09,2.07
52,2.15,4.34,2.82
53,2.7,2.44,2.83
54,5.0,3.8,3.58
55,4.25,3.44,3.15
56,3.36,3.81,3.25
57,4.33,2.41,4.7
58,4.54,3.07,3.46
59,4.41,4.36,3.55
60,5.18,4.87,4.98
61,4.35,4.56,4.96
62,6.38,3.13,6.07
63,5.77,4.71,4.38
64,5.74,4.78,4.65
65,4.42,5.66,6.08
66,4.21,3.76,4.3
67,4.94,5.92,6.06
68,3.6,5.66,4.34
69,4.9,6.78,4.61
70,2.65,7.35,4.83
71,2.12,6.59,5.71
72,2.78,6.66,3.29
73,2.32,5.05,3.12
74,1.27,8.7,3.12
75,1.03,6.84,2.75
76,2.67,4.08,1.66
77,4.09,4.36,2.41
78,3.13,4.87,2.18
79,4.29,3.56,2.84
80,4.0,3.98,3.38
81,3.87,5.34,4.04
82,4.47,3.84,3.77
83,3.54,3.75,4.75
84,5.61,3.19,2.91
85,5.29,3.81,4.7
86,5.23,5.57,5.39
87,4.67,5.75,4.81
88,5.37,5.15,3.67
89,5.25,6.61,4.96
90,4.9,6.73,2.19
91,5.75,5.27,6.52
92,3.91,5.86,5.2
93,3.93,3.7,4.82
94,3.17,6.17,4.06
95,2.36,7.82,4.36
96,3.31,5.95,5.74
97,2.82,6.06,3.3
98,2.44,4.1,3.6
99,1.19,6.46,3.07
100,1.21,8.96,3.16
101,2.44,3.65,1.51
102,3.31,3.16,1.92
103,2.67,4.72,2.58
104,5.8,3.75,3.02
105,3.41,2.97,2.89
106,3.59,5.09,2.64
107,2.76,4.97,3.95
108,4.38,4.05,3.07
109,4.14,5.22,5.9
110,4.41,4.79,3.19
111,6.44,3.55,4.51
112,6.36,5.03,5.55
113,6.63,5.19,5.65
114,3.2,5.03,4.26
115,4.25,5.95,5.48
116,4.7,6.84,4.67
117,4.96,5.65,3.57
118,4.66,8.25,3.97
119,4.66,5.86,6.44
120,4.1,6.08,4.39
121,3.18,8.38,4.47
122,4.23,7.0,3.61
123,2.7,5.56,4.11
124,2.06,6.83,2.7
125,1.91,7.46,3.7
126,2.05,4.46,2.54
127,3.31,4.32,1.98
128,3.32,5.08,3.01
129,3.17,5.65,2.03
130,4.51,5.16,2.58
131,5.85,5.75,2.21
132,6.2,4.48,5.04
133,5.54,5.27,3.47
134,5.22,4.52,4.54
135,5.85,5.77,4.8
136,7.79,5.37,4.02
137,5.86,5.04,5.55
138,6.59,5.26,5.2
139,6.58,5.01,3.91
140,7.05,4.89,4.54
141,4.43,6.6,4.67
142,5.53,8.38,4.72
143,5.06,4.83,3.0
