id,cf1,cf2,cf3
1,0.52,0.82,1.14
2,0.82,2.64,1.77
3,0.98,2.74,1.74
4,1.63,3.12,1.36
5,1.57,3.23,1.54
6,2.2,4.34,2.37
7,2.43,3.18,2.03
8,1.57,4.18,2.48
9,2.43,5.47,1.86
10,1.99,6.02,2.51
11,2.13,5.79,2.26
12,2.18,7.0,2.31
13,2.29,5.15,1.98
14,1.52,4.83,1.64
15,1.98,3.58,1.69
16,1.85,4.7,1.4
17,1.3,4.28,1.55
18,0.88,3.3,1.31
19,0.73,4.02,1.29
20,0.86,3.85,1.05
21,0.66,1.62,1.49
22,0.86,1.58,1.46
23,1.44,2.44,2.03
24,1.58,2.52,2.15
25,1.59,3.5,2.09
26,2.07,3.38,2.3
27,2.51,3.23,2.68
28,2.36,2.97,2.34
29,1.75,6.26,2.89
30,3.11,5.01,1.75
31,2.87,5.63,3.28
32,2.05,4.99,2.54
33,3.37,5.55,2.33
34,1.93,4.7,2.37
35,1.69,4.73,2.22
36,1.75,3.99,1.66
37,1.08,3.62,1.27
38,1.15,3.25,1.39
39,1.01,4.59,2.07
40,0.58,3.7,1.42
41,1.06,1.77,1.76
42,1.17,0.97,2.1
43,1.45,2.48,1.92
44,2.37,2.02,2.55
45,1.91,2.43,2.7
46,2.49,3.23,2.97
47,1.89,5.16,2.46
48,2.71,3.16,2.68
49,3.16,5.03,2.74
50,2.14,4.8,3.14
51,3.81,4.75,2.4
52,3.61,4.73,2.72
53,3.15,6.2,1.56
54,2.69,3.5,2.22
55,3.06,5.0,2.11
56,2.44,3.99,2.05
57,1.47,4.74,1.33
58,1.08,4.83,1.54
59,1.22,3.44,1.55
60,1.01,4.48,1.26
61,0.95,1.68,2.17
62,1.21,2.6,2.02
63,1.86,2.02,2.01
64,2.07,3.13,2.15
65,2.85,3.34,2.12
66,2.55,3.74,3.07
67,3.54,3.09,2.87
68,3.67,3.94,2.69
69,3.63,3.99,3.11
70,3.44,4.39,2.52
71,4.24,4.16,2.74
72,2.34,5.57,2.76
73,2.99,4.02,2.0
74,2.29,4.02,2.06
75,3.31,4.64,1.98
76,2.79,4.0,2.03
77,2.6,6.64,1.67
78,1.7,5.36,1.25
79,1.21,3.16,2.23
80,1.01,3.6,1.38
81,1.25,1.88,1.16
82,0.86,1.89,2.55
83,1.76,1.84,2.78
84,1.26,2.86,3.2
85,2.37,3.39,2.89
86,3.33,2.64,3.06
87,2.36,3.14,4.63
88,3.61,3.52,3.11
89,4.17,3.99,3.51
90,4.9,4.85,3.48
91,4.12,3.25,4.74
92,3.16,4.53,3.86
93,3.31,2.66,2.77
94,4.0,2.54,3.69
95,3.25,3.55,2.5
96,2.68,5.42,2.77
97,2.43,6.44,2.35
98,1.9,5.4,1.27
99,1.47,6.79,1.78
100,0.74,4.28,1.46
101,0.47,1.69,2.39
102,1.59,1.76,2.76
103,2.06,2.19,2.23
104,1.11,1.9,2.37
105,2.92,2.83,2.91
106,2.54,2.94,3.06
107,4.67,2.95,2.55
108,3.52,2.91,4.08
109,3.82,2.68,3.73
110,3.11,3.47,2.06
111,5.44,3.88,2.97
112,4.95,3.87,3.11
113,5.28,3.41,2.94
114,3.7,5.46,3.21
115,3.24,5.78,2.91
116,3.06,7.04,2.99
117,2.03,6.75,2.23
118,1.61,5.2,2.26
119,1.39,5.37,2.42
120,0.84,5.46,1.94
121,1.16,1.2,2.38
122,2.24,1.97,2.08
123,2.22,2.16,2.81
124,1.64,2.13,3.39
125,3.7,2.08,2.45
126,2.0,3.85,3.35
127,3.88,2.8,3.71
128,4.74,3.1,3.84
129,4.36,3.4,3.74
130,5.45,3.73,4.05
131,6.36,2.95,4.29
132,5.62,4.02,2.26
133,4.31,5.16,2.82
134,4.7,5.24,3.81
135,3.75,3.76,2.39
136,2.1,5.83,2.97
137,2.36,5.33,3.54
138,2.14,6.42,2.54
139,1.31,3.97,2.63
140,1.65,5.35,2.37
141,1.06,1.72,2.02
142,1.15,1.6,2.67
143,1.73,1.7,3.28
144,2.3,2.06,3.67
145,2.06,1.71,3.55
146,2.17,2.04,2.99
147,2.86,3.14,4.49
148,4.29,2.69,4.18
149,5.26,2.07,4.86
150,6.52,3.85,3.55
151,5.2,3.59,3.49
152,5.56,3.7,4.36
