id,cost,is_locked_out
1,9.9,0.0
2,8.8,0.0
3,7.1,0.0
4,5.2,0.0
5,6.1,0.0
6,3.9,0.0
7,3.6,0.0
8,4.7,0.0
9,2.4,0.0
10,9.1,0.0
11,3.6,0.0
12,4.9,0.0
13,4.4,0.0
14,9.9,0.0
15,2.7,0.0
16,2.9,0.0
17,2.6,0.0
18,5.8,0.0
19,8.3,0.0
20,9.9,0.0
21,9.0,0.0
22,5.5,0.0
23,6.1,0.0
24,4.9,0.0
25,7.7,0.0
26,4.2,0.0
27,5.6,0.0
28,8.8,0.0
29,4.2,0.0
30,7.0,0.0
31,7.7,0.0
32,7.5,0.0
33,3.7,0.0
34,7.0,0.0
35,4.3,0.0
36,5.1,0.0
37,8.4,0.0
38,3.4,0.0
39,9.0,0.0
40,6.2,0.0
41,4.1,0.0
42,9.7,0.0
43,3.6,0.0
44,9.2,0.0
45,1.4,0.0
46,9.9,0.0
47,9.1,0.0
48,7.9,0.0
49,9.7,0.0
50,6.7,0.0
51,8.5,0.0
52,4.1,0.0
53,2.3,0.0
54,8.1,0.0
55,3.1,0.0
56,6.6,0.0
57,8.6,0.0
58,6.1,0.0
59,4.0,0.0
60,3.3,0.0
61,5.7,0.0
62,2.1,0.0
63,4.2,0.0
64,1.8,0.0
65,9.1,0.0
66,2.2,0.0
67,6.9,0.0
68,3.6,0.0
69,5.3,0.0
70,4.4,0.0
71,6.0,0.0
72,7.1,0.0
73,4.6,0.0
74,2.8,0.0
75,8.8,0.0
76,7.1,0.0
77,8.7,0.0
78,9.1,0.0
79,3.0,0.0
80,4.9,0.0
81,6.8,0.0
82,4.1,0.0
83,3.9,0.0
84,2.6,0.0
85,8.8,0.0
86,9.7,0.0
87,7.6,0.0
88,5.3,0.0
89,9.6,0.0
90,8.7,0.0
91,7.9,0.0
92,6.9,0.0
93,2.8,0.0
94,6.9,0.0
95,6.5,0.0
96,8.8,0.0
97,9.9,0.0
98,7.3,0.0
99,7.4,0.0
100,3.4,0.0
101,8.1,0.0
102,5.7,0.0
103,7.6,0.0
104,6.3,0.0
105,9.9,0.0
106,8.2,0.0
107,7.3,0.0
108,7.9,0.0
109,6.6,0.0
110,4.4,0.0
111,7.8,0.0
112,6.0,0.0
113,8.5,0.0
114,2.8,0.0
115,3.0,0.0
116,8.7,0.0
117,4.8,0.0
118,10.0,0.0
119,8.5,0.0
120,7.6,0.0
121,2.2,0.0
122,1.2,0.0
123,5.6,0.0
124,8.0,0.0
125,7.2,0.0
126,2.9,0.0
127,9.8,0.0
128,4.6,0.0
129,9.1,0.0
130,4.1,0.0
131,1.1,0.0
132,1.9,0.0
133,9.5,0.0
134,6.0,0.0
135,4.5,0.0
136,1.2,0.0
137,2.4,0.0
138,3.8,0.0
139,10.0,0.0
140,1.9,0.0
141,9.8,0.0
142,1.9,0.0
143,1.6,0.0
144,7.5,0.0
145,2.6,0.0
146,7.4,0.0
147,9.2,0.0
148,8.2,0.0
149,7.4,0.0
150,2.1,0.0
151,7.1,0.0
152,5.7,0.0
153,3.2,0.0
154,2.5,0.0
155,4.8,0.0
156,3.4,0.0
157,5.5,0.0
158,8.5,0.0
159,4.5,0.0
160,9.2,0.0
161,6.7,0.0
162,9.0,0.0
163,2.1,0.0
164,4.9,0.0
165,6.7,0.0
166,5.2,0.0
167,5.5,0.0
168,5.4,0.0
169,8.6,0.0
170,5.5,0.0
171,9.1,0.0
172,3.7,0.0
173,1.5,0.0
174,1.1,0.0
175,4.2,0.0
176,6.7,0.0
177,4.5,0.0
178,3.7,0.0
179,4.4,0.0
180,1.1,0.0
181,9.7,0.0
182,9.3,0.0
183,8.9,0.0
184,5.6,0.0
185,5.4,0.0
186,9.0,0.0
187,3.2,0.0
188,2.3,0.0
189,5.4,0.0
190,5.8,0.0
191,1.1,0.0
192,5.8,0.0
193,2.3,0.0
194,6.0,0.0
195,3.5,0.0
196,8.9,0.0
197,10.0,0.0
198,5.6,0.0
199,8.7,0.0
200,7.7,0.0
201,3.5,0.0
202,7.5,0.0
203,7.4,0.0
204,5.3,0.0
205,2.9,0.0
206,7.2,0.0
207,9.4,0.0
208,5.1,0.0
209,5.2,0.0
210,7.2,0.0
211,4.0,0.0
212,6.6,0.0
213,3.3,0.0
214,8.1,0.0
215,8.2,0.0
216,8.5,0.0
217,3.1,0.0
218,7.5,0.0
219,4.8,0.0
220,6.0,0.0
221,6.4,0.0
