id,cf1,cf2,cf3
1,0.15,0.0,0.78
2,0.22,0.22,1.19
3,0.33,0.34,0.92
4,0.48,0.56,1.22
5,0.5,1.05,1.13
6,0.76,1.47,1.71
7,0.7,1.62,1.09
8,0.68,1.09,1.85
9,0.79,1.72,1.62
10,0.9,1.09,1.99
11,0.74,2.18,1.86
12,0.71,1.43,2.04
13,0.84,1.79,2.95
14,0.6,1.72,3.82
15,0.58,1.35,1.93
16,0.24,0.93,2.64
17,0.36,1.26,2.55
18,0.21,0.99,2.58
19,0.15,0.56,2.77
20,0.0,0.31,2.11
21,0.37,0.19,0.91
22,0.39,0.5,1.53
23,0.56,0.53,1.13
24,0.69,0.99,1.03
25,0.5,1.84,1.22
26,0.99,1.21,1.1
27,0.88,2.11,1.54
28,0.94,1.56,1.56
29,1.39,2.44,1.73
30,0.98,1.4,1.19
31,0.79,1.98,2.46
32,1.32,1.81,1.97
33,0.92,1.82,2.08
34,0.66,2.31,2.83
35,1.0,0.96,2.43
36,0.76,1.71,3.64
37,0.43,1.07,2.61
38,0.51,1.22,2.55
39,0.34,0.8,1.45
40,0.19,0.39,1.68
41,0.46,0.37,0.79
42,0.59,0.64,1.23
43,1.02,1.09,1.2
44,0.88,1.32,1.25
45,0.88,1.82,1.37
46,0.87,0.89,1.62
47,1.13,2.46,1.4
48,0.66,1.76,1.69
49,1.13,2.64,1.69
50,1.2,2.71,2.16
51,1.01,2.74,2.45
52,0.71,2.29,2.61
53,0.91,2.33,2.03
54,0.82,1.95,2.31
55,0.95,2.33,2.99
56,0.61,1.38,2.88
57,0.61,1.32,2.72
58,0.62,0.6,2.21
59,0.53,0.95,2.91
60,0.41,0.88,1.14
61,0.57,0.37,0.94
62,1.05,0.59,1.08
63,0.74,1.65,1.07
64,0.58,1.26,0.75
65,1.34,1.66,0.98
66,1.11,1.77,1.65
67,1.28,2.63,1.27
68,1.78,2.58,1.64
69,1.36,2.52,2.11
70,1.5,2.06,2.05
71,2.08,2.58,1.87
72,1.58,2.1,2.68
73,1.07,1.91,1.85
74,1.96,2.84,2.48
75,1.4,2.52,2.56
76,1.42,1.97,3.06
77,0.84,1.57,3.3
78,0.83,0.99,2.37
79,0.7,1.13,1.16
80,0.77,1.11,1.96
81,1.0,0.76,0.89
82,1.22,1.04,0.93
83,1.24,1.29,1.39
84,1.41,1.97,1.08
85,1.46,2.12,1.1
86,1.32,1.18,1.35
87,1.66,2.63,1.34
88,1.45,2.96,1.25
89,1.22,3.46,1.18
90,1.67,2.39,1.9
91,1.61,3.27,2.41
92,1.61,2.44,1.54
93,0.97,2.24,2.29
94,1.16,2.31,2.68
95,1.57,1.86,2.62
96,1.07,2.08,2.29
97,1.13,1.85,2.71
98,0.86,1.8,2.21
99,1.06,1.58,2.22
100,0.67,1.15,1.35
101,0.92,0.94,0.55
102,1.06,1.01,0.96
103,1.22,1.4,0.88
104,1.48,2.02,0.88
105,2.16,2.32,1.07
106,1.23,2.83,1.13
107,1.41,3.1,1.67
108,1.59,3.22,1.22
109,1.73,2.89,1.53
110,2.07,5.26,1.67
111,1.97,2.6,1.29
112,2.51,4.66,2.47
113,1.84,4.36,2.4
114,1.34,2.6,1.94
115,1.52,2.29,1.97
116,1.48,3.02,1.59
117,1.74,1.67,2.4
118,0.56,1.53,1.88
119,0.83,1.16,1.93
120,1.12,1.11,1.92
121,1.32,0.71,0.62
122,1.26,1.23,1.01
123,1.64,1.3,1.01
124,1.88,2.4,0.94
125,1.5,2.57,1.15
126,2.07,2.76,1.36
127,1.84,2.06,0.89
128,2.55,3.81,1.4
129,1.62,4.55,1.3
130,2.1,4.94,1.62
131,2.09,3.15,0.79
132,1.8,4.62,2.18
133,1.76,4.74,1.54
134,2.26,2.56,1.77
135,2.18,3.27,1.62
136,1.86,2.31,2.26
137,1.29,1.63,2.45
138,1.6,1.72,1.96
139,1.14,1.61,1.56
140,0.95,1.0,1.8
141,1.33,0.52,0.61
142,1.63,1.45,0.8
143,1.97,1.75,0.71
144,1.76,1.64,0.8
145,2.38,3.05,1.48
146,2.34,3.15,1.15
147,1.89,3.26,1.38
148,2.47,3.5,1.11
149,2.33,2.62,1.42
150,2.8,5.75,1.67
151,1.22,4.04,1.62
152,3.11,3.96,1.84
153,2.38,5.32,1.61
154,1.73,4.06,1.21
155,1.57,3.58,1.52
156,1.27,2.4,1.15
157,1.38,2.51,1.55
158,1.22,1.8,2.26
159,2.02,1.63,2.02
160,1.26,1.56,1.26
161,1.86,1.01,0.6
162,1.72,1.2,0.62
